iter	RMSE
410	53171.97515
411	53126.95712
412	53092.24581
413	53072.30556
414	52972.85241
415	52860.65166
416	52811.11208
417	52804.14515
418	52789.69256
419	52775.81624
420	52762.49263
421	52749.69921
422	52743.05877
423	52714.67459
424	52695.08348
425	52658.07342
426	52620.53951
427	52579.72807
428	52561.35801
429	52526.40826
430	52496.91258
431	52470.52031
432	52459.06216
433	52424.709
434	52363.00556
435	52342.3438
436	52336.22413
437	52295.39937
438	52261.28825
439	52215.19751
440	52177.31695
441	52078.4162
442	52065.98762
443	52050.72766
444	52044.9365
445	51952.37765
446	51940.06558
447	51921.57234
448	51905.53528
449	51885.85456
450	51815.59536
451	51749.30282
452	51729.5347
453	51692.46779
454	51628.951
455	51612.93112
456	51598.37613
457	51542.9228
458	51523.96871
459	51495.43885
460	51432.00967
461	51414.05581
462	51340.60968
463	51304.31105
464	51245.19012
465	51214.46511
466	51152.52722
467	51119.0405
468	51106.7995
469	51095.15619
470	51070.14547
471	51054.11304
472	51023.7346
473	50992.69458
474	50977.22265
475	50917.36675
476	50862.54289
477	50830.73339
478	50776.13093
479	50723.70464
480	50653.94155
481	50608.7142
482	50557.5112
483	50530.82253
484	50519.68484
485	50504.66477
486	50473.36277
487	50438.95126
488	50423.07322
489	50398.05023
490	50338.20933
491	50324.43986
492	50301.77938
493	50295.69393
494	50274.54378
495	50255.10447
496	50243.93673
497	50208.86881
498	50165.18431
499	50123.3366
500	50101.60123
501	50056.28292
502	50040.97679
503	50029.94008
504	50019.41274
505	50009.30573
506	49994.55268
507	49974.16157
508	49924.5512
509	49907.72003
510	49893.91316
511	49877.96933
512	49865.52491
513	49838.07833
514	49788.89785
515	49774.47424
516	49764.62141
517	49750.65701
518	49736.80918
519	49717.84365
520	49694.6346
521	49654.81964
522	49602.74985
523	49589.46106
524	49547.50287
525	49537.66816
526	49509.06103
527	49493.60918
528	49473.02311
529	49446.93855
530	49424.59094
531	49378.52305
532	49346.1195
533	49333.14935
534	49288.68391
535	49279.22828
536	49235.66223
537	49228.35067
538	49219.26369
539	49209.76023
540	49197.26848
541	49155.41609
542	49139.16129
543	49126.34905
544	49090.31118
545	49081.56303
546	49074.78632
547	49017.35908
548	48996.04036
549	48983.99755
550	48965.09902
551	48956.62995
552	48929.03005
553	48920.89659
554	48908.57479
555	48891.60024
556	48823.03614
557	48815.21044
558	48796.348
559	48784.70471
560	48773.06359
561	48757.54632
562	48751.24814
563	48711.95027
564	48699.34246
565	48682.37768
566	48670.35676
567	48662.81871
568	48624.79487
569	48557.88433
570	48543.46322
571	48535.68398
572	48504.09366
573	48486.61936
574	48462.06684
575	48424.01703
576	48403.60944
577	48397.26795
578	48389.993
579	48354.66348
580	48333.91596
581	48321.01744
582	48284.95353
583	48240.62737
584	48211.21329
585	48198.05971
586	48178.82923
587	48167.21811
588	48145.32863
589	48124.87734
590	48104.8091
591	48077.88336
592	48064.55842
593	48048.3455
594	47978.58514
595	47959.32742
596	47940.72787
597	47921.41744
598	47904.27904
599	47871.70071
600	47855.2743
601	47839.54171
602	47824.46854
603	47810.02665
604	47793.53841
605	47777.98193
606	47763.09503
607	47731.86675
608	47716.04058
609	47700.86476
610	47686.31017
611	47672.34933
612	47658.03392
613	47644.32657
614	47630.81911
615	47618.05726
616	47604.15449
617	47589.67465
618	47576.26616
619	47563.19676
620	47553.23694
621	47540.36755
622	47528.01879
623	47516.74502
624	47505.60578
625	47493.7523
626	47482.37626
627	47470.81947
628	47459.89911
629	47449.44473
630	47439.17502
631	47421.00795
632	47411.36257
633	47347.96139
634	47330.07292
635	47314.99726
636	47281.12535
637	47238.80983
638	47226.90034
639	47165.31653
640	47156.35255
641	47137.64751
642	47127.71666
643	47118.18412
644	47109.63841
645	47088.59398
646	47079.60748
647	47070.13906
648	47061.32926
649	47045.32107
650	47006.46068
651	46980.25964
652	46966.88775
653	46956.16681
654	46940.96228
655	46933.92742
656	46867.46745
657	46848.83696
658	46842.34251
659	46828.96224
660	46815.55084
661	46754.5949
662	46746.08208
663	46739.19203
664	46712.97245
665	46657.39931
666	46649.25024
667	46641.42674
668	46635.13653
669	46626.57333
670	46607.25321
671	46548.53381
672	46518.66999
673	46483.10677
674	46475.33357
675	46465.86776
676	46438.8265
677	46432.39649
678	46331.57998
679	46318.13548
680	46310.57926
681	46274.61278
682	46268.83381
683	46261.57101
684	46255.91269
685	46191.61952
686	46166.92056
687	46160.22834
688	46151.46269
689	46147.06584
690	46142.70637
691	46090.43521
692	46064.60798
693	46057.60257
694	46050.87719
695	46040.3569
696	46003.87815
697	45993.28628
698	45984.5448
699	45972.69952
700	45945.69849
701	45934.59478
702	45928.12036
703	45921.90463
704	45900.14605
705	45877.74303
706	45867.34405
707	45857.53683
708	45845.73076
709	45843.20295
710	45834.28179
711	45828.30556
712	45822.44229
713	45761.29625
714	45754.30792
715	45747.08496
716	45732.24057
717	45725.05031
718	45718.29569
719	45712.54157
720	45706.98331
721	45703.81349
722	45693.87984
723	45688.35502
724	45683.05046
725	45653.61753
726	45641.9646
727	45637.33811
728	45628.21591
729	45622.03132
730	45612.46464
731	45600.08455
732	45590.40919
733	45561.3617
734	45556.41878
735	45529.65151
736	45522.17377
737	45506.03403
738	45501.28341
739	45492.48824
740	45483.11653
741	45478.55243
742	45453.53907
743	45424.96734
744	45420.5702
745	45416.34843
746	45411.36678
747	45405.04292
748	45397.38554
749	45371.46016
750	45348.69765
751	45330.44641
752	45319.47672
753	45315.85547
754	45309.33519
755	45305.2684
756	45285.50934
757	45275.55465
758	45268.60317
759	45265.68485
760	45251.58836
761	45234.74411
762	45167.62481
763	45151.39049
764	45140.66888
765	45136.47176
766	45130.65421
767	45123.80825
768	45072.53058
769	45050.50563
770	45016.23821
771	45009.92341
772	44989.94608
773	44985.63215
774	44964.35733
775	44942.01366
776	44931.61931
777	44919.79306
778	44915.36674
779	44911.16569
780	44906.07236
781	44894.41072
782	44868.20867
783	44816.93141
784	44808.77314
785	44802.36102
786	44758.19623
787	44751.06063
788	44743.42831
789	44647.86987
790	44614.84252
791	44610.64231
792	44600.06143
793	44565.17601
794	44561.28523
795	44557.71771
796	44535.11395
797	44525.32404
798	44521.3879
799	44474.0968
800	44464.07737
801	44450.04648
802	44425.22254
803	44421.78323
804	44416.5677
805	44407.95762
806	44398.31468
807	44380.48335
808	44318.10498
809	44309.41428
810	44293.44773
811	44283.90726
812	44278.08091
813	44267.22996
814	44257.68924
815	44237.53126
816	44231.04726
817	44224.88101
818	44184.37545
819	44154.21474
820	44148.06881
821	44137.42537
822	44113.64359
823	44111.09363
824	44091.73297
825	44088.53448
826	44080.47223
827	44076.75866
828	44069.27139
829	44057.2198
830	44038.65028
831	44019.53218
832	44004.11766
833	43956.26312
834	43951.42649
835	43922.24157
836	43899.67921
837	43891.08956
838	43886.47576
839	43880.27544
840	43863.0339
841	43859.67593
842	43853.84288
843	43849.28528
844	43822.46863
845	43812.95448
846	43802.74357
847	43788.84151
848	43778.51613
849	43759.38568
850	43713.68513
851	43710.2469
852	43703.1533
853	43693.50009
854	43685.10883
855	43670.28475
856	43661.94815
857	43636.57416
858	43577.95238
859	43538.76637
860	43533.3857
861	43527.38677
862	43498.96739
863	43467.66463
864	43453.26696
865	43445.62892
866	43438.41626
867	43431.47079
868	43401.40692
869	43394.4187
870	43383.44741
871	43369.88862
872	43365.44094
873	43324.43369
874	43312.19214
875	43304.54743
876	43298.75883
877	43293.14118
878	43290.87113
879	43274.88913
880	43267.26442
881	43261.29389
882	43255.75324
883	43249.51074
884	43235.77945
885	43231.32656
886	43222.75736
887	43210.11983
888	43206.80989
889	43194.402
890	43177.52492
891	43165.63247
892	43162.4018
893	43147.04772
894	43139.09834
895	43124.1214
896	43109.24223
897	43095.13314
898	43088.11567
899	43077.74014
900	43070.85099
901	43058.19841
902	43040.69068
903	43035.78616
904	43009.44143
905	43000.68867
906	42987.38059
907	42982.00447
908	42976.62775
909	42962.42251
910	42955.31723
911	42949.88313
912	42940.07647
913	42928.52927
914	42913.44059
915	42891.54933
916	42882.85625
917	42876.95514
918	42865.84391
919	42852.06848
920	42819.91428
921	42818.02297
922	42814.3757
923	42812.34103
924	42789.91568
925	42785.86673
926	42746.59492
927	42743.22465
928	42728.10411
929	42723.13793
930	42715.44238
931	42699.34471
932	42690.68434
933	42687.84443
934	42680.30576
935	42675.48091
936	42647.82608
937	42591.35029
938	42588.77756
939	42583.77808
940	42575.61519
941	42570.44866
942	42565.85223
943	42560.38985
944	42555.97619
945	42551.73897
946	42548.36922
947	42545.93223
948	42519.34032
949	42512.33639
950	42505.76305
951	42500.38181
952	42493.02569
953	42488.03836
954	42480.67957
955	42464.32978
956	42455.93373
957	42451.85406
958	42443.90894
959	42437.63014
960	42404.3891
961	42375.19242
962	42372.40454
963	42370.81438
964	42346.66537
965	42344.41344
966	42337.99052
967	42325.86829
968	42313.66476
969	42308.60064
970	42254.0643
971	42249.15044
972	42233.13981
973	42223.01742
974	42217.96675
975	42182.88531
976	42169.93283
977	42163.51318
978	42159.52579
979	42157.41155
980	42155.38977
981	42140.70264
982	42125.08684
983	42039.22504
984	42007.42582
985	41997.61616
986	41977.02604
987	41975.11212
988	41963.5692
989	41958.88192
990	41949.71817
991	41942.95799
992	41925.75167
993	41910.72518
994	41906.56289
995	41901.8127
996	41879.91683
997	41869.85337
998	41863.78342
999	41856.44002
1000	41808.74721
1001	41806.52275
1002	41804.39528
1003	41787.17403
1004	41777.72967
1005	41773.67217
1006	41761.11857
1007	41752.12924
1008	41747.29313
1009	41738.7995
1010	41726.61656
1011	41697.16016
1012	41668.90095
1013	41666.40956
1014	41661.88865
1015	41646.73214
1016	41629.85703
1017	41615.85884
1018	41609.14211
1019	41587.24233
1020	41583.24122
1021	41569.22572
1022	41560.71716
1023	41552.42014
1024	41543.9183
1025	41536.16642
1026	41522.6067
1027	41516.47754
1028	41487.72091
1029	41460.57787
1030	41456.04257
1031	41450.71737
1032	41440.6636
1033	41425.71662
1034	41415.93988
1035	41401.73257
1036	41378.14067
1037	41367.46064
1038	41359.81885
1039	41346.20516
1040	41336.34411
1041	41331.97495
1042	41309.78141
1043	41296.99981
1044	41284.12502
1045	41280.16161
1046	41275.15919
1047	41272.43708
1048	41268.58501
1049	41264.29738
1050	41260.72806
1051	41252.99649
1052	41231.66287
1053	41224.23765
1054	41212.01426
1055	41204.29678
1056	41193.7482
1057	41189.37947
1058	41186.04224
1059	41182.31742
1060	41161.40658
1061	41142.13475
1062	41135.18625
1063	41111.13426
1064	41085.16528
1065	41053.17307
1066	41048.46025
1067	41043.34277
1068	41035.4902
1069	41031.78074
1070	41028.22121
1071	41015.52576
1072	41007.42473
1073	40945.99001
1074	40912.83456
1075	40860.26623
1076	40846.74928
1077	40839.90822
1078	40833.70349
1079	40827.50573
1080	40818.29045
1081	40777.62774
1082	40746.95319
1083	40737.70091
1084	40726.20282
1085	40697.01033
1086	40671.9381
1087	40660.52241
1088	40656.87157
1089	40631.89211
1090	40607.80955
1091	40600.26579
1092	40546.52324
1093	40518.8576
1094	40467.20049
1095	40445.63724
1096	40422.41763
1097	40404.5808
1098	40389.82826
1099	40387.54086
1100	40377.70882
1101	40372.89943
1102	40355.27612
1103	40332.45511
1104	40310.25126
1105	40289.82444
1106	40268.48353
1107	40251.52551
1108	40230.71388
1109	40210.2107
1110	40206.79096
1111	40192.45472
1112	40149.34423
1113	40133.25011
1114	40124.9188
1115	40123.33397
1116	40075.70662
1117	40026.70266
1118	40025.46806
1119	40021.9052
1120	40019.89581
1121	40002.50264
1122	40001.39851
1123	39998.3349
1124	39997.08613
1125	39986.74405
1126	39975.19996
1127	39964.12038
1128	39954.6845
1129	39952.40269
1130	39929.83689
1131	39889.17939
1132	39878.14288
1133	39858.29117
1134	39849.93479
1135	39845.80093
1136	39844.47694
1137	39839.42707
1138	39832.76607
1139	39820.49387
1140	39797.01243
1141	39792.31624
1142	39785.76981
1143	39783.10018
1144	39754.44768
1145	39744.80344
1146	39726.3963
1147	39723.27006
1148	39719.90304
1149	39711.08123
1150	39700.46995
1151	39677.48074
1152	39663.80964
1153	39661.75154
1154	39660.52038
1155	39642.8211
1156	39640.87224
1157	39639.00832
1158	39635.27088
1159	39628.27967
1160	39627.31561
1161	39620.22099
1162	39613.60513
1163	39605.00101
1164	39583.05347
1165	39575.17516
1166	39571.63977
1167	39561.92019
1168	39544.88034
1169	39532.76678
1170	39529.85619
1171	39524.02953
1172	39498.37117
1173	39495.01111
1174	39490.14637
1175	39482.84504
1176	39476.29561
1177	39449.98608
1178	39438.42579
1179	39430.86592
1180	39428.61458
1181	39412.92938
1182	39411.7633
1183	39370.22952
1184	39363.13692
1185	39354.98536
1186	39347.59093
1187	39341.53316
1188	39338.24831
1189	39322.26728
1190	39319.54254
1191	39311.15321
1192	39286.41284
1193	39277.14985
1194	39253.51767
1195	39246.9163
1196	39234.22032
1197	39231.31834
1198	39193.88873
1199	39134.26444
1200	39132.36294
1201	39117.11284
1202	39113.27637
1203	39110.32209
1204	39107.76414
1205	39095.64588
1206	39093.50466
1207	39089.38168
1208	39087.24787
1209	39084.43581
1210	39077.19687
1211	39068.42596
1212	39061.37499
1213	39052.0691
1214	39040.54095
1215	39000.31453
1216	38997.75516
1217	38941.01556
1218	38936.11089
1219	38916.66805
1220	38910.44158
1221	38876.94618
1222	38833.21696
1223	38818.46237
1224	38809.3158
1225	38797.66676
1226	38786.61335
1227	38768.11655
1228	38759.33615
1229	38716.88953
1230	38679.35775
1231	38643.29047
1232	38602.51176
1233	38587.15088
1234	38582.41468
1235	38571.8
1236	38569.24345
1237	38558.01784
1238	38551.76635
1239	38512.54932
1240	38474.88746
1241	38442.31956
1242	38440.15125
1243	38430.60974
1244	38396.96505
1245	38386.28187
1246	38376.36347
1247	38371.20489
1248	38364.59645
1249	38362.187
1250	38356.90615
1251	38351.04222
1252	38346.45122
1253	38339.88962
1254	38336.45656
1255	38329.87839
1256	38324.759
1257	38319.06299
1258	38307.96114
1259	38297.96768
1260	38295.79335
1261	38294.26761
1262	38282.87512
1263	38275.3378
1264	38265.92617
1265	38261.18275
1266	38252.96993
1267	38244.08759
1268	38242.49542
1269	38205.85275
1270	38201.04859
1271	38196.62676
1272	38185.92382
1273	38184.06927
1274	38180.98061
1275	38173.77966
1276	38143.42193
1277	38132.47139
1278	38128.47333
1279	38122.38519
1280	38114.46146
1281	38088.99152
1282	38087.69617
1283	38081.5993
1284	38064.54351
1285	38062.81664
1286	38026.62554
1287	38005.02738
1288	37997.94283
1289	37992.04382
1290	37956.64456
1291	37943.59111
1292	37935.48651
1293	37914.69128
1294	37909.10853
1295	37874.79562
1296	37855.75078
1297	37838.77595
1298	37809.4409
1299	37806.70987
1300	37800.15578
1301	37767.4992
1302	37758.09429
1303	37726.49925
1304	37718.99773
1305	37696.32563
1306	37695.06475
1307	37688.66859
1308	37658.3211
1309	37631.26983
1310	37625.2352
1311	37612.58047
1312	37605.3395
1313	37593.14293
1314	37581.97814
1315	37573.99059
1316	37568.63497
1317	37562.2348
1318	37531.95984
1319	37524.69563
1320	37494.85126
1321	37466.49328
1322	37455.72824
1323	37450.62283
1324	37439.47916
1325	37435.5729
1326	37408.91343
1327	37382.70986
1328	37361.89721
1329	37354.19044
1330	37346.01248
1331	37340.19234
1332	37334.05718
1333	37330.53965
1334	37326.55941
1335	37322.83741
1336	37306.79902
1337	37296.10636
1338	37292.43365
1339	37278.49989
1340	37265.11724
1341	37251.80087
1342	37241.88348
1343	37231.78614
1344	37222.28588
1345	37218.19716
1346	37209.40516
1347	37207.45757
1348	37199.87309
1349	37174.68474
1350	37170.13939
1351	37156.33531
1352	37132.15632
1353	37122.83403
1354	37107.31268
1355	37081.08813
1356	37055.51007
1357	37051.8754
1358	37047.89784
1359	37037.77509
1360	37034.26469
1361	37027.30484
1362	37025.06231
1363	37012.12537
1364	37001.85739
1365	36985.42208
1366	36969.38332
1367	36964.50546
1368	36957.49524
1369	36952.16514
1370	36947.22156
1371	36923.89788
1372	36917.01554
1373	36914.20511
1374	36890.06575
1375	36885.33363
1376	36866.29873
1377	36860.41476
1378	36837.77486
1379	36822.07827
1380	36809.60544
1381	36787.81697
1382	36783.33407
1383	36771.38597
1384	36762.49316
1385	36757.98944
1386	36750.59429
1387	36742.1426
1388	36737.35743
1389	36731.00587
1390	36710.45738
1391	36702.1036
1392	36683.91981
1393	36638.1455
1394	36620.74528
1395	36600.98442
1396	36592.86805
1397	36580.01266
1398	36523.62053
1399	36516.27501
1400	36496.77882
1401	36480.90683
1402	36462.6313
1403	36438.02544
1404	36431.15878
1405	36421.33383
1406	36414.7942
1407	36395.66659
1408	36392.24328
1409	36388.96082
1410	36382.06296
1411	36375.62505
1412	36368.98699
1413	36360.68798
1414	36355.77085
1415	36352.62501
1416	36346.39301
1417	36341.83311
1418	36324.47148
1419	36316.3509
1420	36306.93082
1421	36299.11017
1422	36282.82715
1423	36275.55462
1424	36269.58667
1425	36265.05506
1426	36261.10452
1427	36259.24498
1428	36253.69107
1429	36237.62762
1430	36234.60522
1431	36231.71225
1432	36227.52765
1433	36213.16886
1434	36210.39136
1435	36204.56196
1436	36202.24513
1437	36190.51533
1438	36182.29782
1439	36158.16807
1440	36154.02306
1441	36130.84976
1442	36108.59618
1443	36105.15325
1444	36090.06137
1445	36085.67532
1446	36081.51796
1447	36077.80412
1448	36072.36277
1449	36069.95908
1450	36068.32496
1451	36053.40278
1452	36049.17114
1453	36045.54575
1454	35989.05881
1455	35984.878
1456	35977.28503
1457	35971.98151
1458	35957.83843
1459	35945.71427
1460	35943.86977
1461	35930.00251
1462	35923.6768
1463	35918.34083
1464	35905.42953
1465	35883.93641
1466	35876.75845
1467	35870.79998
1468	35865.56552
1469	35851.23932
1470	35847.27569
1471	35844.57486
1472	35840.34817
1473	35824.49008
1474	35821.18783
1475	35817.11929
1476	35814.26849
1477	35761.2518
1478	35757.56756
1479	35754.05268
1480	35741.02819
1481	35729.33489
1482	35727.77224
1483	35720.77898
1484	35708.63
1485	35697.39286
1486	35679.43502
1487	35668.63558
1488	35662.00153
1489	35655.95396
1490	35645.3929
1491	35633.85531
1492	35622.66967
1493	35612.16702
1494	35609.0322
1495	35597.98051
1496	35577.48145
1497	35566.86939
1498	35563.49051
1499	35553.49485
1500	35550.1099
1501	35547.50582
1502	35542.03567
1503	35538.87275
1504	35535.85106
1505	35532.96292
1506	35525.63812
1507	35519.27864
1508	35508.38528
1509	35496.08942
1510	35481.6095
1511	35477.89354
1512	35473.14541
1513	35469.75977
1514	35457.22902
1515	35434.63454
1516	35431.95298
1517	35429.29872
1518	35426.7582
1519	35416.91615
1520	35407.50515
1521	35389.03423
1522	35383.11857
1523	35378.42168
1524	35376.17132
1525	35366.38618
1526	35361.22471
1527	35354.60399
1528	35342.92734
1529	35340.17446
1530	35331.06735
1531	35328.28727
1532	35314.9349
1533	35310.31477
1534	35306.56392
1535	35298.57775
1536	35247.27176
1537	35239.17788
1538	35234.02018
1539	35223.93653
1540	35215.4132
1541	35207.20488
1542	35201.23408
1543	35196.93739
1544	35193.91573
1545	35173.77641
1546	35172.91702
1547	35164.79503
1548	35157.93625
1549	35150.42857
1550	35142.60841
1551	35131.4071
1552	35115.75287
1553	35112.85412
1554	35102.13087
1555	35082.75305
1556	35075.73692
1557	35070.22953
1558	35066.58352
1559	35056.18658
1560	35053.60733
1561	35051.15181
1562	35040.79632
1563	35032.12002
1564	35029.87666
1565	35026.76862
1566	35020.08831
1567	35014.07942
1568	35003.83347
1569	35001.3636
1570	34995.55763
1571	34991.66307
1572	34980.67322
1573	34978.2299
1574	34976.77278
1575	34973.91927
1576	34968.44357
1577	34958.19581
1578	34955.65259
1579	34947.89872
1580	34941.72282
1581	34934.77137
1582	34923.4923
1583	34910.03603
1584	34907.70427
1585	34903.96131
1586	34890.77367
1587	34844.43286
1588	34838.60164
1589	34824.11952
1590	34819.00547
1591	34813.01079
1592	34803.32094
1593	34788.4258
1594	34770.41687
1595	34726.41735
1596	34714.30207
1597	34708.39418
1598	34703.59276
1599	34697.0828
1600	34679.933
1601	34677.3284
1602	34673.92163
1603	34672.56237
1604	34655.56527
1605	34654.2927
1606	34628.23071
1607	34616.0969
1608	34610.57401
1609	34560.10229
1610	34550.7673
1611	34544.2197
1612	34542.67114
1613	34533.71497
1614	34522.07112
1615	34510.89899
1616	34503.5128
1617	34496.75263
1618	34490.52836
1619	34475.70928
1620	34467.10693
1621	34464.73516
1622	34416.47342
1623	34405.72909
1624	34397.43606
1625	34392.99233
1626	34380.82025
1627	34372.90253
1628	34367.78197
1629	34362.59786
1630	34343.38205
1631	34337.31
1632	34321.10268
1633	34317.97545
1634	34302.63493
1635	34299.9634
1636	34296.88659
1637	34290.37099
1638	34255.67325
1639	34237.53782
1640	34229.8517
1641	34214.87108
1642	34207.86043
1643	34196.74406
1644	34186.35922
1645	34176.79957
1646	34172.43168
1647	34169.25604
1648	34157.70149
1649	34148.17176
1650	34142.20085
1651	34136.12892
1652	34128.66315
1653	34124.788
1654	34117.62473
1655	34108.205
1656	34098.11189
1657	34093.98456
1658	34077.43091
1659	34067.63148
1660	34064.44002
1661	34048.54358
1662	34034.02255
1663	34028.65061
1664	34018.31876
1665	34016.18564
