iter	RMSE
1666	34009.7978
1667	34007.64544
1668	33983.10819
1669	33977.90738
1670	33965.83547
1671	33960.80498
1672	33954.72018
1673	33947.81218
1674	33937.21953
1675	33934.93564
1676	33928.37733
1677	33925.71911
1678	33919.99984
1679	33913.39919
1680	33903.55654
1681	33899.10248
1682	33856.39983
1683	33845.03319
1684	33838.81764
1685	33834.41225
1686	33831.54244
1687	33825.25081
1688	33820.98612
1689	33814.25816
1690	33811.13031
1691	33805.93388
1692	33792.13232
1693	33789.42237
1694	33783.41744
1695	33777.51381
1696	33773.03047
1697	33770.209
1698	33763.91686
1699	33717.04064
1700	33713.70071
1701	33702.51633
1702	33692.43183
1703	33688.07586
1704	33680.51039
1705	33674.70467
1706	33672.45098
1707	33670.41312
1708	33664.90651
1709	33659.62915
1710	33618.41645
1711	33615.73689
1712	33606.47661
1713	33604.44884
1714	33601.68358
1715	33588.41995
1716	33583.88441
1717	33581.8651
1718	33575.93601
1719	33571.05968
1720	33560.95304
1721	33551.36634
1722	33549.51453
1723	33544.99658
1724	33534.90727
1725	33525.13789
1726	33523.21663
1727	33522.69311
1728	33517.83914
1729	33516.05753
1730	33511.52013
1731	33505.01301
1732	33502.1496
1733	33497.34152
1734	33492.44499
1735	33489.95999
1736	33480.92726
1737	33475.82904
1738	33474.95992
1739	33473.01372
1740	33467.85304
1741	33462.81748
1742	33450.89176
1743	33446.16354
1744	33437.59827
1745	33429.49185
1746	33420.79474
1747	33418.92603
1748	33409.07815
1749	33406.42371
1750	33400.12211
1751	33398.06186
1752	33382.16758
1753	33376.24169
1754	33367.49757
1755	33361.38766
1756	33315.97358
1757	33276.04566
1758	33271.17615
1759	33261.55986
1760	33252.45586
1761	33235.22221
1762	33232.32114
1763	33229.40549
1764	33223.72498
1765	33219.74031
1766	33216.16587
1767	33212.21789
1768	33210.41975
1769	33197.65994
1770	33192.97069
1771	33185.28647
1772	33179.40093
1773	33174.93568
1774	33162.75448
1775	33156.41639
1776	33155.57692
1777	33151.34106
1778	33141.8541
1779	33140.15799
1780	33133.04163
1781	33130.2056
1782	33128.19973
1783	33126.28532
1784	33122.21501
1785	33115.748
1786	33114.13854
1787	33109.71477
1788	33098.50943
1789	33092.31505
1790	33088.82382
1791	33087.00024
1792	33084.9381
1793	33083.31081
1794	33075.33577
1795	33070.23694
1796	33065.21467
1797	33060.4842
1798	33057.8488
1799	33049.9634
1800	33048.21606
1801	33046.54645
1802	33039.75574
1803	33028.65681
1804	32998.15107
1805	32996.8155
1806	32987.89568
1807	32977.83345
1808	32966.40321
1809	32961.46863
1810	32957.72978
1811	32953.08285
1812	32946.03771
1813	32942.68996
1814	32934.38842
1815	32921.5653
1816	32919.39525
1817	32916.00373
1818	32903.974
1819	32895.23361
1820	32888.70174
1821	32881.93671
1822	32875.80729
1823	32875.38466
1824	32871.91256
1825	32865.37596
1826	32863.81887
1827	32857.33173
1828	32854.52955
1829	32852.52286
1830	32843.69958
1831	32837.57332
1832	32829.57758
1833	32820.02396
1834	32813.33493
1835	32806.22439
1836	32801.6301
1837	32796.14851
1838	32777.73031
1839	32770.09711
1840	32758.91941
1841	32752.93671
1842	32743.64191
1843	32737.0967
1844	32723.13013
1845	32721.45361
1846	32713.53429
1847	32710.7966
1848	32706.30574
1849	32703.44698
1850	32696.13521
1851	32690.96975
1852	32683.94764
1853	32678.40801
1854	32664.05786
1855	32660.39432
1856	32658.63402
1857	32647.36279
1858	32633.928
1859	32627.92243
1860	32625.78908
1861	32622.86613
1862	32617.72938
1863	32613.75522
1864	32610.17462
1865	32604.29237
1866	32601.77863
1867	32597.3631
1868	32589.68029
1869	32587.36412
1870	32581.81079
1871	32572.57014
1872	32570.01658
1873	32561.82851
1874	32558.31638
1875	32555.87864
1876	32550.41739
1877	32539.22831
1878	32536.98114
1879	32529.96384
1880	32524.6192
1881	32519.02832
1882	32517.5678
1883	32512.32595
1884	32506.3233
1885	32501.94509
1886	32499.8993
1887	32493.62309
1888	32485.05518
1889	32479.96812
1890	32473.20942
1891	32460.16808
1892	32447.67711
1893	32443.41932
1894	32434.87273
1895	32429.24126
1896	32424.01038
1897	32411.93443
1898	32404.09692
1899	32400.61336
1900	32393.18621
1901	32391.04082
1902	32383.42765
1903	32375.81232
1904	32371.10895
1905	32366.64129
1906	32357.73234
1907	32355.24845
1908	32341.58224
1909	32295.84835
1910	32288.41491
1911	32277.752
1912	32266.65295
1913	32265.11568
1914	32249.40559
1915	32239.39189
1916	32235.44247
1917	32229.71937
1918	32224.47514
1919	32212.74527
1920	32205.60907
1921	32198.90652
1922	32156.097
1923	32151.98495
1924	32143.30022
1925	32134.90189
1926	32130.12384
1927	32124.73595
1928	32121.26299
1929	32116.19278
1930	32109.98384
1931	32108.51565
1932	32094.41877
1933	32090.51032
1934	32083.37173
1935	32075.34795
1936	32026.8033
1937	32021.41614
1938	32015.13953
1939	32008.66174
1940	32002.8341
1941	31995.03804
1942	31992.13049
1943	31945.71862
1944	31934.95944
1945	31933.46795
1946	31928.44296
1947	31923.23301
1948	31921.84757
1949	31914.10986
1950	31909.68143
1951	31895.77599
1952	31884.61593
1953	31875.94585
1954	31868.92083
1955	31863.19726
1956	31859.00611
1957	31857.00859
1958	31852.51746
1959	31845.85069
1960	31841.61288
1961	31836.60372
1962	31826.11537
1963	31821.01755
1964	31814.27136
1965	31809.83815
1966	31805.6514
1967	31799.21395
1968	31795.46312
1969	31784.79835
1970	31781.52201
1971	31778.79959
1972	31775.43638
1973	31766.54124
1974	31762.29377
1975	31755.53491
1976	31753.28405
1977	31748.2968
1978	31745.33722
1979	31734.23369
1980	31731.43611
1981	31729.00542
1982	31690.42778
1983	31680.11287
1984	31674.57184
1985	31661.69586
1986	31652.47601
1987	31648.25272
1988	31643.95535
1989	31638.42604
1990	31626.68136
1991	31616.76045
1992	31616.28306
1993	31613.99697
1994	31611.24466
1995	31603.61647
1996	31589.83285
1997	31586.23578
1998	31543.47872
1999	31537.30258
